Crash_Year,Crash_Month,County,Crash_Type,Crash_Drug_Use,Crash_Drinking,Crash_Hit_and_Run,Speed_Limit_at_Crash_Site,Total_Motor_Vehicles,Crash
2016,April,Eaton,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2016,April,Eaton,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2016,April,Genesee,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2016,April,Genesee,Angle,Drugs Involved,Drinking Involved,Not Hit-and-Run,35,4,0
2016,April,Hillsdale,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2016,April,Huron,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2016,April,Ingham,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2016,April,Ingham,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,35,1,0
2016,April,Jackson,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2016,April,Kalamazoo,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2016,April,Kalamazoo,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2016,April,Kalamazoo,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2016,April,Kalamazoo,Sideswipe - Same Direction,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,4,0
2016,April,Kalamazoo,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2016,April,Kent,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2016,April,Kent,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2016,April,Kent,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2016,April,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,2,0
2016,April,Kent,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2016,April,Kent,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,1,0
2016,April,Kent,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,25,1,0
2016,April,Lenawee,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2016,April,Lenawee,Rear-End - Left Turn,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2016,April,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,1,0
2016,April,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,1
2016,April,Macomb,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2016,April,Macomb,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Hit-and-Run,55,1,0
2017,January,Allegan,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2017,January,Barry,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Berrien,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2017,January,Berrien,Other,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,2,0
2017,January,Calhoun,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Cass,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Cass,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Eaton,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Emmet,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Genesee,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Genesee,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Genesee,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2017,January,Genesee,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Genesee,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,35,1,0
2017,January,Genesee,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2017,January,Hillsdale,Rear-End - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,3,0
2017,January,Houghton,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Ingham,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,60,1,0
2017,January,Ingham,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,1,0
2017,January,Ingham,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Iron,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Isabella,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Isabella,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Kalamazoo,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,1,0
2017,January,Kalamazoo,Sideswipe - Same Direction,No Drugs Involved,No Drinking Involved,Hit-and-Run,70,2,0
2017,January,Kent,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2017,January,Kent,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Kent,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Hit-and-Run,45,1,0
2017,January,Kent,Head-On,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Lapeer,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Lenawee,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Livingston,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Livingston,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2017,January,Macomb,Sideswipe - Opposite Directions,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,3,0
2017,January,Macomb,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,January,Macomb,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,50,1,0
2017,January,Monroe,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2017,January,Monroe,Angle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Montcalm,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Newaygo,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Oakland,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2017,January,Oakland,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,3,0
2017,January,Oakland,Other,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2017,January,Oakland,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,3,0
2017,January,Oakland,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,50,2,0
2017,January,Ogemaw,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Otsego,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Ottawa,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2017,January,Ottawa,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Saginaw,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Sanilac,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Shiawassee,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,25,1,0
2017,January,Tuscola,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Washtenaw,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,1,0
2017,January,Washtenaw,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,January,Washtenaw,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2017,January,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,1
2017,January,Wayne,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2017,January,Wayne,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,3,0
2017,January,Wayne,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,7,0
2017,January,Wayne,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2017,January,Wayne,Other,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,2,0
2017,January,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,35,1,1
2017,January,Wayne,Angle,No Drugs Involved,No Drinking Involved,Hit-and-Run,25,2,0
2017,January,Wayne,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,35,1,0
2017,January,Wayne,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,40,2,0
2017,January,Wayne,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,January,Wayne,Other,No Drugs Involved,Drinking Involved,Not Hit-and-Run,25,1,0
2017,January,Wayne,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,January,Wexford,Other,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,February,Bay,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2017,February,Cass,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,February,Cass,Rear-End,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,February,Crawford,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,Delta,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,Eaton,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2017,February,Genesee,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,1,0
2017,February,Huron,Angle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,February,Ingham,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2017,February,Ionia,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2017,February,Jackson,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2017,February,Kent,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2017,February,Kent,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2017,February,Kent,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,Kent,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,February,Kent,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,February,Kent,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,3,0
2017,February,Lenawee,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,Livingston,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2017,February,Livingston,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2017,February,Luce,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,1,0
2017,February,Macomb,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,1,0
2017,February,Macomb,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,February,Marquette,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,0
2017,February,Montcalm,Head-On,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,February,Muskegon,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,3,0
2017,February,Muskegon,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,Newaygo,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,Newaygo,Angle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,February,Oakland,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,1,0
2017,February,Oakland,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2017,February,Oakland,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,1
2017,February,Oakland,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,February,Presque Isle,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,St. Clair,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,40,1,0
2017,February,St. Joseph,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,February,Shiawassee,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,3,0
2017,February,Washtenaw,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,50,1,0
2017,February,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,1,0
2017,February,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2017,February,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,45,1,0
2017,February,Wayne,Other,No Drugs Involved,No Drinking Involved,Hit-and-Run,35,1,0
2017,February,Wayne,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,3,0
2017,February,Wayne,Rear-End,Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2017,February,Wayne,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,35,1,1
2017,February,Wayne,Head-On,No Drugs Involved,Drinking Involved,Not Hit-and-Run,35,2,0
2017,February,Wayne,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,70,2,0
2017,February,Wayne,Single Motor Vehicle,Drugs Involved,Drinking Involved,Hit-and-Run,25,1,0
2017,February,Wayne,Angle,Drugs Involved,Drinking Involved,Hit-and-Run,25,2,0
2017,March,Allegan,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Allegan,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2017,March,Allegan,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Berrien,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,40,1,0
2017,March,Calhoun,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,1,0
2017,March,Calhoun,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Calhoun,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,35,2,0
2017,March,Clare,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Delta,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Eaton,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,March,Eaton,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Genesee,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,1,0
2017,March,Genesee,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,50,2,0
2017,March,Genesee,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,25,1,0
2017,March,Grand Traverse,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Ionia,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Iosco,Rear-End,Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,3,0
2017,March,Isabella,Sideswipe - Opposite Directions,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Kalamazoo,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Kalamazoo,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Kalamazoo,Head-On,No Drugs Involved,Drinking Involved,Hit-and-Run,70,5,0
2017,March,Kalamazoo,Head-On,Drugs Involved,Drinking Involved,Not Hit-and-Run,45,2,0
2017,March,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,30,2,0
2017,March,Kent,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Kent,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Kent,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2017,March,Kent,Rear-End,Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,2,0
2017,March,Kent,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,40,1,0
2017,March,Kent,Head-On - Left Turn,No Drugs Involved,Drinking Involved,Not Hit-and-Run,30,2,0
2017,March,Kent,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,35,1,0
2017,March,Kent,Angle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Livingston,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,70,1,0
2017,March,Macomb,Head-On,Drugs Involved,Drinking Involved,Not Hit-and-Run,45,2,0
2017,March,Macomb,Angle,Drugs Involved,Drinking Involved,Hit-and-Run,35,4,0
2017,March,Manistee,Other,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2017,March,Marquette,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Mecosta,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Midland,Head-On - Left Turn,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Monroe,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,3,0
2017,March,Monroe,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,March,Montcalm,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Montcalm,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Newaygo,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Oakland,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,3,0
2017,March,Oakland,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,1,0
2017,March,Oakland,Head-On,Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2017,March,Oakland,Other,No Drugs Involved,Drinking Involved,Hit-and-Run,30,2,0
2017,March,Oakland,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,March,Ogemaw,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Roscommon,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Saginaw,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,2,0
2017,March,Saginaw,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Saginaw,Single Motor Vehicle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,25,1,0
2017,March,Schoolcraft,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Shiawassee,Other,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Tuscola,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Tuscola,Single Motor Vehicle,Drugs Involved,Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Van Buren,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,1,0
2017,March,Washtenaw,Sideswipe - Same Direction,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,3,0
2017,March,Washtenaw,Single Motor Vehicle,No Drugs Involved,Drinking Involved,Not Hit-and-Run,45,1,0
2017,March,Wayne,Head-On,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2017,March,Wayne,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,30,2,0
2017,March,Wayne,Angle,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,40,2,0
2017,March,Wayne,Rear-End,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,55,2,0
2017,March,Wayne,Other,No Drugs Involved,No Drinking Involved,Not Hit-and-Run,45,2,0
2017,March,Wayne,Single Motor Vehicle,No Drugs Involved,No Drinking Involved,Hit-and-Run,25,1,0
2017,March,Wayne,Angle,Drugs Involved,No Drinking Involved,Not Hit-and-Run,35,4,0
2017,March,Wayne,Rear-End,No Drugs Involved,Drinking Involved,Not Hit-and-Run,40,3,1
2017,March,Wayne,Sideswipe - Same Direction,No Drugs Involved,Drinking Involved,Not Hit-and-Run,25,2,0
2017,March,Wayne,Angle,Drugs Involved,Drinking Involved,Hit-and-Run,25,2,0
